Symbol,Name,Industry,Market Cap
QLGN,Qualigen Therapeutics,Biotechnology,23289750
QLI,Qilian International Holding Group,Drug Manufacturers-Specialty & Generic,60775000
QLYS,Qualys,Software,5600714721
QMCO,Quantum,"Technology Hardware, Storage & Periph...",137182910
QNGY,Quanergy Systems,Scientific & Technical Instruments,153478639
QNRX,Quoin Pharmaceuticals,Biotechnology,11154231
QNST,QuinStreet,Interactive Media & Services,641003263
QRHC,Quest Resource Holding,Commercial Services & Supplies,118084920
QRTEA,Qurate Retail,Internet & Direct Marketing Retail,1845670907
QRTEB,Qurate Retail,Internet & Direct Marketing Retail,1872884990
QRVO,Qorvo,Semiconductors & Semiconductor Equipment,13456410579
QS,QuantumScape,Auto Components,8592481270
QSI,Quantum-Si,Biotechnology,649087868
QSR,Restaurant Brands International,"Hotels, Restaurants & Leisure",26496798683
QTEK,QualTek Services,Telecom Services,69243869
QTNT,Quotient,Health Care Equipment & Supplies,123118807
QTRX,Quanterix,Life Sciences Tools & Services,1075572716
QTT,Qutoutiao,Interactive Media & Services,43411292
QTWO,Q2 Holdings,Software,3509635798
QUAD,Quad/Graphics,Commercial Services & Supplies,388456797
QUBT,Quantum Computing,Computer Hardware,75807680
QUIK,QuickLogic,Semiconductors & Semiconductor Equipment,67992644
QUMU,Qumu Corporation,Software,31296320
QUOT,Quotient Technology,Internet & Direct Marketing Retail,605599227
QURE,uniQure,Biotechnology,839477935
R,Ryder System,Road & Rail,4055413222
RAAS,Cloopen Group Holding,Software-Application,282716415
RACB,Research Alliance II,Blank Check / SPAC,187260240
RACE,Ferrari,Automobiles,40651104076
RACY,Relativity Acquisition,Blank Check / SPAC,162873900
RAD,Rite Aid,Food & Staples Retailing,488094232
RADA,RADA Electronic Industries,Aerospace & Defense,691067327
RADI,Radius Global Infrastructure,Telecom Services,1319204849
RAIL,FreightCar America,Machinery,97369023
RAIN,Rain Therapeutics,Biotechnology,134407728
RAM,Aries I Acquisition,Blank Check / SPAC,180624174
RAMP,LiveRamp Holdings,IT Services,2549134066
RAND,Rand Capital,Capital Markets,39102453
RANI,Rani Therapeutics Holdings,Biotechnology,682126650
RAPT,Rapt Therapeutics,Biotechnology,650316845
RARE,Ultragenyx Pharmaceutical,Biotechnology,5038724539
RAVE,Rave Restaurant Group,"Hotels, Restaurants & Leisure",19265243
RBA,Ritchie Bros. Auctioneers,Commercial Services & Supplies,6560476140
RBAC,RedBall Acquisition,Blank Check / SPAC,713718779
RBB,RBB Bancorp,Banks,457009694
RBBN,Ribbon Communications,Communications Equipment,460277086
RBCAA,Republic Bancorp,Banks,898552830
RBCN,Rubicon Technology,Semiconductors & Semiconductor Equipment,22704912
RBKB,Rhinebeck Bancorp,Thrifts & Mortgage Finance,114768376
RBLX,Roblox,Electronic Gaming & Multimedia,27177975790
RBOT,Vicarious Surgical,Medical Devices,606031099
RC,Ready Capital,Mortgage Real Estate Investment Trust...,1715002740
RCAC,Revelstone Capital Acquisition,Blank Check / SPAC,202331240
RCAT,Red Cat Holdings,Computer Hardware,108416632
RCEL,AVITA Medical,Biotechnology,213364415
RCFA,RCF Acquisition,Blank Check / SPAC,285774970
RCHG,Recharge Acquisition,Blank Check / SPAC,249748509
RCI,Rogers Communications,Wireless Telecommunication Services,28649498615
RCII,Rent-A-Center,Specialty Retail,1486932978
RCKT,Rocket Pharmaceuticals,Biotechnology,1023063542
RCKY,Rocky Brands,"Textiles, Apparel & Luxury Goods",303829880
RCL,Royal Caribbean Cruises,"Hotels, Restaurants & Leisure",21364152261
RCLF,Rosecliff Acquisition I,Blank Check / SPAC,308976250
RCM,R1 RCM,Health Care Providers & Services,7445809654
RCMT,RCM Technologies,Professional Services,103372240
RCON,Recon Technology,Energy Equipment & Services,29156869
RCOR,Renovacor,Biotechnology,73165440
RCRT,Recruiter.com Group,Staffing & Employment Services,39454619
RCUS,Arcus Biosciences,Biotechnology,2242713595
RDBX,Redbox Entertainment,Shell Companies,107143990
RDCM,RADCOM,Communications Equipment,187271533
RDFN,Redfin,Real Estate Management & Development,1919401970
RDHL,RedHill Biopharma,Pharmaceuticals,132764184
RDI,Reading International,Entertainment,118876572
RDIB,Reading International,Entertainment,118876711
RDN,Radian Group,Thrifts & Mortgage Finance,3898432237
RDNT,RadNet,Health Care Providers & Services,1256829436
RDUS,Radius Health,Biotechnology,418390106
RDVT,Red Violet,Professional Services,385394100
RDW,Redwire,Aerospace & Defense,505927807
RDWR,Radware,Communications Equipment,1470578407
RDY,Dr. Reddy's Laboratories,Pharmaceuticals,9388610514
RE,Everest Re Group,Insurance,11835765523
REAL,The RealReal,Internet & Direct Marketing Retail,675582204
REAX,The Real Brokerage,Real Estate Services,408264030
REDU,RISE Education Cayman,Diversified Consumer Services,47728051
REE,REE Automotive,Recreational Vehicles,449608382
REED,Reed's,Beverages,33753363
REFI,Chicago Atlantic Real Estate Finance,REIT-Mortgage,313074549
REFR,Research Frontiers,"Electronic Equipment, Instruments & C...",60768768
REG,Regency Centers,Equity Real Estate Investment Trusts ...,12279966650
REGI,Renewable Energy Group,"Oil, Gas & Consumable Fuels",3051835341
REGN,Regeneron Pharmaceuticals,Biotechnology,75805802094
REI,Ring Energy,"Oil, Gas & Consumable Fuels",382737244
REKR,Rekor Systems,Professional Services,200536031
RELI,Reliance Global Group,Insurance Brokers,58732365
RELL,Richardson Electronics,"Electronic Equipment, Instruments & C...",168204959
RELX,Relx PLC,Professional Services,60100440057
RELY,Remitly Global,Software-Infrastructure,1639249020
RENN,Renren,Specialty Retail,525544428
RENO,Renovare Environmental,Pollution & Treatment Controls,18008653
RENT,Rent The Runway,Apparel Retail,434320093
REPL,Replimune Group,Biotechnology,801617276
REPX,Riley Exploration Permian,"Oil, Gas & Consumable Fuels",489433691
RERE,AiHuiShou International Co.,Internet Retail,788127935
RES,"RPC, Inc.",Energy Equipment & Services,2310983418
RETA,Reata Pharmaceuticals,Pharmaceuticals,1192591731
RETO,ReTo Eco-Solutions,Construction Materials,35113063
REV,Revlon,Personal Products,433089437
REVB,Revelation Biosciences,Biotechnology,16230521
REVE,Alpine Acquisition,Blank Check / SPAC,136836000
REVG,REV Group,Machinery,843421433
REVH,Revolution Healthcare Acquisition,Blank Check / SPAC,566527549
REX,REX American Resources,"Oil, Gas & Consumable Fuels",589632000
REXR,Rexford Industrial Realty,Equity Real Estate Investment Trusts ...,12349045735
REYN,Reynolds Consumer Products,Packaging & Containers,6156294634
REZI,Resideo Technologies,Building Products,3455802865
RF,Regions Financial,Banks,20860870650
RFAC,RF Acquisition,Blank Check / SPAC,137411000
RFIL,RF Industries,"Electronic Equipment, Instruments & C...",72793594
RFL,Rafael Holdings,Real Estate Management & Development,52217035
RFP,Resolute Forest Products,Paper & Forest Products,991697142
RGA,Reinsurance Group of America,Insurance,7354606563
RGC,Regencell Bioscience Holdings,Drug Manufacturers-Specialty & Generic,277495918
RGCO,RGC Resources,Gas Utilities,207199752
RGEN,Repligen,Life Sciences Tools & Services,10406549475
RGF,Real Good Food Company,Packaged Foods,48742052
RGLD,Royal Gold,Metals & Mining,9270680576
RGLS,Regulus Therapeutics,Biotechnology,43499359
RGNX,REGENXBIO,Biotechnology,1425497190
RGP,Resources Connection,"Oil, Gas & Consumable Fuels",557516156
RGR,"Sturm, Ruger & Company",Leisure Products,1225075292
RGS,Regis,Diversified Consumer Services,96440063
RGTI,Rigetti Computing,Computer Hardware,717003006
RH,RH,Specialty Retail,7000728056
RHE,Regional Health Properties,Health Care Providers & Services,6953884
RHI,Robert Half International,Professional Services,12638127023
RHP,Ryman Hospitality Properties,Equity Real Estate Investment Trusts ...,5109075453
RIBT,RiceBran Technologies,Food Products,23316480
RICK,RCI Hospitality Holdings,"Hotels, Restaurants & Leisure",583864407
RICO,Agrico Acquisition,Blank Check / SPAC,181917307
RIDE,Lordstown Motors,Automobiles,669972926
RIG,Transocean,Energy Equipment & Services,3112421372
RIGL,Rigel Pharmaceuticals,Biotechnology,513335165
RILY,B. Riley Financial,Capital Markets,1942901066
RIO,Rio Tinto,Metals & Mining,1.30283E+11
RIOT,Riot Blockchain,Software,2482690558
RIVN,Rivian Automotive,Auto Manufacturers,44382015447
RJAC,Jackson Acquisition Company,Blank Check / SPAC,200676632
RJF,Raymond James Financial,Capital Markets,22817535929
RKDA,Arcadia Biosciences,Food Products,41928180
RKLB,Rocket Lab USA,Aerospace & Defense,3741454841
RKLY,Rockley Photonics Holdings,Semiconductors,517734108
RKT,Rocket Companies,Thrifts & Mortgage Finance,22098776055
RKTA,Rocket Internet Growth Opportunities,Blank Check / SPAC,327075000
RL,Ralph Lauren,"Textiles, Apparel & Luxury Goods",8073217944
RLAY,Relay Therapeutics,Biotechnology,3240820459
RLGT,Radiant Logistics,Air Freight & Logistics,315942425
RLGY,Realogy Holdings,Real Estate Management & Development,1852090240
RLI,RLI Corp.,Insurance,5010443763
RLJ,RLJ Lodging Trust,Equity Real Estate Investment Trusts ...,2344010240
RLMD,Relmada Therapeutics,Pharmaceuticals,792682805
RLX,RLX Technology,Tobacco,2811714046
RLYB,Rallybio,Biotechnology,224274380
RM,Regional Management,Consumer Finance,477293941
RMAX,RE/MAX Holdings,Real Estate Management & Development,869773606
RMBI,Richmond Mutual Bancorporation,Banks,210648332
RMBL,RumbleOn,Internet & Direct Marketing Retail,546699678
RMBS,Rambus,Semiconductors & Semiconductor Equipment,3513544434
RMCF,Rocky Mountain Chocolate Factory,Food Products,46657792
RMD,ResMed,Health Care Equipment & Supplies,35463204672
RMED,Ra Medical Systems,Health Care Equipment & Supplies,12586545
RMGC,RMG Acquisition III,Blank Check / SPAC,591675000
RMNI,Rimini Street,Software,526684091
RMO,Romeo Power,Electrical Equipment,200364750
RMR,The RMR Group,Real Estate Management & Development,512683500
RMTI,Rockwell Medical,Health Care Equipment & Supplies,44286363
RNA,Avidity Biosciences,Biotechnology,882029235
RNAZ,TransCode Therapeutics,Biotechnology,37165248
RNDB,Randolph Bancorp,Thrifts & Mortgage Finance,136821468
RNER,Mount Rainier Acquisition,Blank Check / SPAC,221143806
RNG,RingCentral,Software,11490776000
RNGR,Ranger Energy Services,Energy Equipment & Services,188900314
RNLX,Renalytix,Health Care Technology,250189133
RNR,RenaissanceRe Holdings,Insurance,7005016420
RNST,Renasant,Banks,1867018473
RNW,ReNew Energy Global,Utilities-Renewable,3294567927
RNWK,RealNetworks,Software,27408885
RNXT,RenovoRx,Biotechnology,26100879
ROAD,Construction Partners,Construction & Engineering,1375628152
ROC,ROC Energy Acquisition,Blank Check / SPAC,266227655
ROCC,Ranger Oil,Oil & Gas E&P,729111274
ROCG,Roth CH Acquisition IV Co.,Blank Check / SPAC,147029705
ROCK,Gibraltar Industries,Building Products,1404434935
ROCL,Roth CH Acquisition V Co.,Blank Check / SPAC,127430640
ROG,Rogers,"Electronic Equipment, Instruments & C...",5108829440
ROIC,Retail Opportunity Investments,Equity Real Estate Investment Trusts ...,2387568124
ROIV,Roivant Sciences,Biotechnology,3418835709
ROK,Rockwell Automation,Electrical Equipment,32538365879
ROKU,"Roku, Inc.",Entertainment,16949280663
ROL,Rollins,Commercial Services & Supplies,17260722158
ROLL,RBC Bearings,Machinery,5598556625
RONI,Rice Acquisition II,Blank Check / SPAC,340194620
ROOT,"Root, Inc.",Insurance-Property & Casualty,500380000
ROP,Roper Technologies,Industrial Conglomerates,49868906106
ROSE,Rose Hill Acquisition,Blank Check / SPAC,194256062
ROSS,Ross Acquisition II,Blank Check / SPAC,423487480
ROST,Ross Stores,Specialty Retail,31741689777
ROVR,Rover Group,Personal Services,1040111739
RPAY,Repay Holdings,IT Services,1307893883
RPD,Rapid7,Software,6460652006
RPHM,Reneo Pharmaceuticals,Biotechnology,71908286
RPID,Rapid Micro Biosystems,Wireless Telecommunication Services,284774623
RPM,RPM International,Chemicals,10560814010
RPRX,Royalty Pharma,Pharmaceuticals,26173874141
RPT,RPT Realty,Equity Real Estate Investment Trusts ...,1193225593
RPTX,Repare Therapeutics,Biotechnology,596262976
RRAC,Rigel Resource Acquisition,Blank Check / SPAC,372187519
RRBI,Red River Bancshares,Banks,379937715
RRC,Range Resources,"Oil, Gas & Consumable Fuels",7963995115
RRGB,Red Robin Gourmet Burgers,"Hotels, Restaurants & Leisure",265504536
RRR,Red Rock Resorts,"Hotels, Restaurants & Leisure",2975276007
RRX,Regal Rexnord,Specialty Industrial Machinery,10002122625
RS,Reliance Steel & Aluminum Co.,Metals & Mining,11313538960
RSG,Republic Services,Commercial Services & Supplies,41841643410
RSI,Rush Street Interactive,Gambling,1598098553
RSKD,Riskified,Software-Application,992571259
RSLS,ReShape Lifesciences,Health Care Equipment & Supplies,20985120
RSSS,Research Solutions,IT Services,57729390
RSVR,Reservoir Media,Entertainment,630482428
RTL,Necessity Retail REIT,REIT-Diversified,1053358840
RTLR,Rattler Midstream LP,"Oil, Gas & Consumable Fuels",2038991475
RTX,Raytheon Technologies,Aerospace & Defense,1.47845E+11
RUBY,Rubius Therapeutics,Biotechnology,496928188
RUN,SunRun,Electrical Equipment,6329685485
RUSHA,Rush Enterprises,Trading Companies & Distributors,2777461233
RUSHB,Rush Enterprises,Auto & Truck Dealerships,2829673983
RUTH,Ruth's Hospitality Group,"Hotels, Restaurants & Leisure",768202795
RVAC,Riverview Acquisition,Blank Check / SPAC,305624990
RVI,Retail Value,Equity Real Estate Investment Trusts ...,64618632
RVLP,RVL Pharmaceuticals,Biotechnology,140759758
RVLV,Revolve Group,Internet & Direct Marketing Retail,3933162746
RVMD,Revolution Medicines,Biotechnology,1892561390
RVNC,Revance Therapeutics,Pharmaceuticals,1392908400
RVP,Retractable Technologies,Health Care Equipment & Supplies,160380429
RVPH,Reviva Pharmaceuticals Holdings,Biotechnology,37227918
RVSB,Riverview Bancorp,Thrifts & Mortgage Finance,167433322
RVSN,Rail Vision,Industrials,48255504
RWAY,Runway Growth Finance,Credit Services,561948534
RWLK,ReWalk Robotics,Health Care Equipment & Supplies,72508927
RWOD,Redwoods Acquisition,Blank Check / SPAC,140673257
RWT,Redwood Trust,Mortgage Real Estate Investment Trust...,1265379580
RXDX,Prometheus Biosciences,Biotechnology,1475426536
RXRA,RXR Acquisition,Blank Check / SPAC,420037500
RXRX,Recursion Pharmaceuticals,Biotechnology,1222741754
RXST,RxSight,Medical Devices,339434840
RXT,Rackspace Technology,Software-Infrastructure,2365585144
RY,Royal Bank of Canada,Banks,1.56211E+11
RYAAY,Ryanair Holdings,Airlines,19767179258
RYAM,Rayonier Advanced Materials,Chemicals,418761307
RYAN,Ryan Specialty Group Holdings,Insurance-Specialty,4262827243
RYB,RYB Education,Diversified Consumer Services,25660775
RYI,Ryerson Holding,Metals & Mining,1344564848
RYN,Rayonier,Equity Real Estate Investment Trusts ...,6113926624
RYTM,Rhythm Pharmaceuticals,Biotechnology,579798144
RZLT,Rezolute,Biotechnology,52580970
S,SentinelOne,Software-Infrastructure,10340132837
SA,Seabridge Gold,Metals & Mining,1473167987
SABR,Sabre,IT Services,3697959421
SABS,SAB Biotherapeutics,Biotechnology,161511164
SACH,Sachem Capital,Thrifts & Mortgage Finance,181050368
SAFE,Safehold,Equity Real Estate Investment Trusts ...,3434672865
SAFM,Sanderson Farms,Food Products,4185358019
SAFT,Safety Insurance Group,Insurance,1332942024
SAGA,Sagaliam Acquisition,Blank Check / SPAC,141093212
SAGE,Sage Therapeutics,Biotechnology,1954677370
SAH,Sonic Automotive,Specialty Retail,1728822143
SAIA,"Saia, Inc.",Road & Rail,6438432586
SAIC,Science Applications International,IT Services,5166119375
SAIL,SailPoint Technologies Holdings,Software,4820730847
SAL,Salisbury Bancorp,Banks,163158316
SALM,Salem Media Group,Media,92149014
SAM,The Boston Beer Company,Beverages,4775772486
SAMA,Schultze Special Purpose Acquisition II,Blank Check / SPAC,203775000
SAMG,Silvercrest Asset Management Group,Capital Markets,201823095
SAN,Banco Santander,Banks,57928810495
SANA,Sana Biotechnology,Biotechnology,1565625336
SANB,Sanaby Health Acquisition I,Blank Check / SPAC,224250000
SAND,Sandstorm Gold,Metals & Mining,1549808640
SANG,Sangoma Technologies,Software-Infrastructure,293202712
SANM,Sanmina,"Electronic Equipment, Instruments & C...",2568953568
SANW,S&W Seed Company,Food Products,82873407
SAP,SAP SE,Software,1.31512E+11
SAR,Saratoga Investment,Capital Markets,329892342
SASR,Sandy Spring Bancorp,Banks,2027311337
SATL,Satellogic,Scientific & Technical Instruments,749129144
SATS,EchoStar,Communications Equipment,2084431207
SAVA,Cassava Sciences,Pharmaceuticals,1486431861
SAVE,Spirit Airlines,Airlines,2375103979
SB,Safe Bulkers,Marine,579049278
SBAC,SBA Communications,Equity Real Estate Investment Trusts ...,37135273720
SBCF,Seacoast Banking Corporation of Florida,Banks,2143181940
SBET,SharpLink Gaming,Gambling,31219571
SBEV,Splash Beverage Group,Beverages-Brewers,103358102
SBFG,SB Financial Group,Banks,143581940
SBGI,Sinclair Broadcast Group,Media,2008095217
SBH,Sally Beauty Holdings,Specialty Retail,1720487926
SBII,Sandbridge X2,Blank Check / SPAC,290277975
SBLK,Star Bulk Carriers,Marine,3037138668
SBNY,Signature Bank,Banks,18416848807
SBOW,SilverBow Resources,"Oil, Gas & Consumable Fuels",554649600
SBR,Sabine Royalty Trust,"Oil, Gas & Consumable Fuels",841954517
SBRA,Sabra Health Care REIT,Equity Real Estate Investment Trusts ...,3438160634
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,Water Utilities,6745463802
SBSI,Southside Bancshares,Banks,1321324128
SBSW,Sibanye Stillwater,Metals & Mining,11395115005
SBT,Sterling Bancorp,Thrifts & Mortgage Finance,358272382
SBTX,Silverback Therapeutics,Biotechnology,123319988
SBUX,Starbucks,"Hotels, Restaurants & Leisure",1.04643E+11
SCAQ,Stratim Cloud Acquisition,Blank Check / SPAC,366000000
SCCO,Southern Copper,Metals & Mining,58677301174
SCHL,Scholastic,Media,1386425435
SCHN,Schnitzer Steel Industries,Metals & Mining,1445162874
SCHW,The Charles Schwab Corporation,Capital Markets,1.59676E+11
SCI,Service Corporation International,Diversified Consumer Services,10581287901
SCKT,Socket Mobile,"Technology Hardware, Storage & Periph...",28788712
SCL,Stepan Company,Chemicals,2215626412
SCLE,Broadscale Acquisition,Blank Check / SPAC,424350000
SCM,Stellus Capital Investment,Capital Markets,271099450
SCMA,Seaport Calibre Materials Acquisition,Blank Check / SPAC,166705500
SCOA,ScION Tech Growth I,Blank Check / SPAC,705812470
SCOB,ScION Tech Growth II,Blank Check / SPAC,422625019
SCOR,Comscore,Media,263176334
SCPH,scPharmaceuticals,Pharmaceuticals,155470108
SCPL,SciPlay,Entertainment,317331996
SCPS,Scopus Biopharma,Biotechnology,14578270
SCRM,Screaming Eagle Acquisition,Blank Check / SPAC,912187451
SCS,Steelcase,Commercial Services & Supplies,1339547128
SCSC,ScanSource,"Electronic Equipment, Instruments & C...",890763194
SCTL,Societal CDMO,Drug Manufacturers-Specialty & Generic,79411451
SCU,Sculptor Capital Management,Capital Markets,369259226
SCUA,Sculptor Acquisition I,Blank Check / SPAC,285200000
SCVL,Shoe Carnival,Specialty Retail,821410926
SCVX,SCVX Corp.,Shell Companies,94370478
SCWX,SecureWorks,Software,1104069500
SCX,The L.S. Starrett Company,Machinery,51341969
SCYX,SCYNEXIS,Pharmaceuticals,113167133
SD,SandRidge Energy,"Oil, Gas & Consumable Fuels",587877946
SDAC,Sustainable Development Acquisition I,Blank Check / SPAC,387011417
SDC,SmileDirectClub,Health Care Equipment & Supplies,1005204925
SDGR,Schrodinger,Health Care Technology,2423799534
SDH,Global Internet of People,Consulting Services,46357920
SDIG,Stronghold Digital Mining,Internet Software & Services,117094179
SDPI,Superior Drilling Products,Energy Equipment & Services,29929097
SE,Sea Limited,Entertainment,68847149035
SEAC,SeaChange International,Software,55415538
SEAS,SeaWorld Entertainment,"Hotels, Restaurants & Leisure",5631333817
SEAT,Vivid Seats,Internet Content & Information,875585914
SEB,Seaboard,Food Products,4881648682
SECO,Secoo Holding,Internet & Direct Marketing Retail,24883845
SEDA,SDCL EDGE Acquisition,Blank Check / SPAC,244317307
SEDG,SolarEdge Technologies,Semiconductors & Semiconductor Equipment,17768615641
SEE,Sealed Air,Containers & Packaging,9920659412
SEED,Origin Agritech,Food Products,48376727
SEEL,Seelos Therapeutics,Pharmaceuticals,88393767
SEER,"Seer, Inc.",Life Sciences Tools & Services,946454261
SEIC,SEI Investments Company,Capital Markets,8330294219
SELB,Selecta Biosciences,Biotechnology,152875471
SELF,Global Self Storage,Equity Real Estate Investment Trusts ...,59968159
SEM,Select Medical Holdings,Health Care Providers & Services,3208590577
SEMR,SEMrush Holdings,Software,1683337079
SENEA,Seneca Foods,Food Products,435352659
SENEB,Seneca Foods,Food Products,440505588
SENS,Senseonics Holdings,Health Care Equipment & Supplies,912397631
SERA,Sera Prognostics,Diagnostics & Research,117101904
SES,SES AI,Auto Parts,3148232703
SESN,Sesen Bio,Biotechnology,120216951
SEV,Sono Group,Auto Manufacturers,387777498
SEVN,Seven Hills Realty Trust,REIT-Mortgage,162465723
SF,Stifel Financial,Capital Markets,7225986035
SFBC,Sound Financial Bancorp,Banks,99954168
SFBS,ServisFirst Bancshares,Banks,5172379125
SFE,Safeguard Scientifics,Capital Markets,86807550
SFET,Safe-T Group,Software,25613520
SFIX,Stitch Fix,Internet & Direct Marketing Retail,1092161919
SFL,SFL Corporation Ltd.,"Oil, Gas & Consumable Fuels",1410449271
SFM,Sprouts Farmers Market,Food & Staples Retailing,3546773752
SFNC,Simmons First National,Banks,2946472447
SFST,Southern First Bancshares,Banks,405550171
SFT,Shift Technologies,Internet Retail,182479231
SFUN,Fang Holdings,Interactive Media & Services,33703200
SG,Sweetgreen,Insurance,3527889126
SGA,Saga Communications,Media,140577209
SGBX,SG Blocks,Machinery,23374455
SGC,Superior Group of Companies,"Textiles, Apparel & Luxury Goods",294391125
SGEN,Seagen,Biotechnology,26451324867
SGFY,Signify Health,Health Information Services,4215010799
SGH,SMART Global Holdings,Semiconductors & Semiconductor Equipment,1275593834
SGHC,Super Group (SGHC),Gambling,5180587510
SGHL,Signal Hill Acquisition,Blank Check / SPAC,125000000
SGHT,Sight Sciences,Medical Devices,550102263
SGII,Seaport Global Acquisition II,Blank Check / SPAC,178070798
SGLB,Sigma Labs,Aerospace & Defense,21417552
SGLY,Singularity Future Technology,Integrated Freight & Logistics,308163806
SGMA,SigmaTron International,"Electronic Equipment, Instruments & C...",41128142
SGML,Sigma Lithium,Other Industrial Metals & Mining,1347547639
SGMO,Sangamo Therapeutics,Biotechnology,848074045
SGMS,Scientific Games,"Hotels, Restaurants & Leisure",5679738323
SGRP,SPAR Group,Media,27645927
SGRY,Surgery Partners,Health Care Providers & Services,4919080940
SGTX,Sigilon Therapeutics,Biotechnology,47570227
SGU,Star Group,Gas Utilities,418219162
SHAC,SCP & CO Healthcare Acquisition Company,Blank Check / SPAC,281175000
SHAK,Shake Shack,"Hotels, Restaurants & Leisure",3054583282
SHAP,Spree Acquisition 1,Blank Check / SPAC,258471149
SHBI,Shore Bancshares,Banks,405667840
SHC,Sotera Health Company,Diagnostics & Research,6128242161
SHCA,Spindletop Health Acquisition,Blank Check / SPAC,286350009
SHCR,Sharecare,Health Information Services,837413950
SHEL,Shell,"Oil, Gas & Consumable Fuels",2.08255E+11
SHEN,Shenandoah Telecommunications Company,Wireless Telecommunication Services,1180148346
SHG,Shinhan Financial Group Co.,Banks,17579198461
SHI,Sinopec Shanghai Petrochemical Company,Chemicals,4816475123
SHIP,Seanergy Maritime Holdings,Marine,197324879
SHLS,Shoals Technologies Group,Solar,1913132022
SHLX,Shell Midstream Partners,"Oil, Gas & Consumable Fuels",5592583672
SHO,Sunstone Hotel Investors,Equity Real Estate Investment Trusts ...,2546058484
SHOO,Steven Madden,"Textiles, Apparel & Luxury Goods",3098039280
SHOP,Shopify,IT Services,85296013275
SHPW,Shapeways Holdings,Specialty Industrial Machinery,138127981
SHQA,Shelter Acquisition I,Blank Check / SPAC,271517820
SHUA,SHUAA Partners Acquisition Corp I,Blank Check / SPAC,125250000
SHW,The Sherwin-Williams Company,Chemicals,65037991760
SHYF,The Shyft Group,Machinery,1263925867
SI,Silvergate Capital,Banks,4761701266
SIBN,SI-BONE,Health Care Equipment & Supplies,764797560
SID,Companhia Siderurgica Nacional,Metals & Mining,7408977405
SIDU,Sidus Space,Aerospace & Defense,52002000
SIEB,Siebert Financial,Capital Markets,69990909
SIEN,Sientra,Health Care Equipment & Supplies,137757886
SIER,Sierra Lake Acquisition,Blank Check / SPAC,380842490
SIF,SIFCO Industries,Aerospace & Defense,29766658
SIFY,Sify Technologies,Diversified Telecommunication Services,544891646
SIG,Signet Jewelers,Specialty Retail,3625803231
SIGA,SIGA Technologies,Pharmaceuticals,517782012
SIGI,Selective Insurance Group,Insurance,5391517638
SII,Sprott,Capital Markets,1294483840
SILC,Silicom,Communications Equipment,264154156
SILK,Silk Road Medical,Health Care Equipment & Supplies,1445567070
SILV,SilverCrest Metals,Metals & Mining,1299755133
SIM,Grupo Simec,Metals & Mining,4533296117
SIMO,Silicon Motion Technology,Semiconductors & Semiconductor Equipment,2333701864
SINT,SINTX Technologies,Health Care Equipment & Supplies,15075296
SIOX,Sio Gene Therapies,Biotechnology,49382619
SIRE,Sisecam Resources LP,Chemicals,384484726
SIRI,Sirius XM Holdings,Media,26135295997
SISI,Shineco,Personal Products,25099401
SITC,SITE Centers,Equity Real Estate Investment Trusts ...,3532109302
SITE,SiteOne Landscape Supply,Trading Companies & Distributors,7255531377
SITM,SiTime,Semiconductors & Semiconductor Equipment,5160777154
SIVB,SVB Financial Group,Banks,32901031838
SIX,Six Flags Entertainment,"Hotels, Restaurants & Leisure",3765442780
SJ,Scienjoy Holding,Broadcasting,155996959
SJI,South Jersey Industries,Gas Utilities,4055444449
SJM,The J. M. Smucker Company,Food Products,14686298050
SJR,Shaw Communications,Media,15486943207
SJT,San Juan Basin Royalty Trust,"Oil, Gas & Consumable Fuels",408759193
SJW,SJW Group,Water Utilities,2112323556
SKE,Skeena Resources,Other Industrial Metals & Mining,696217583
SKIL,Skillsoft,Education & Training Services,804316606
SKIN,The Beauty Health Company,Household & Personal Products,2542094071
SKLZ,Skillz,Entertainment,1229145087
SKM,SK Telecom Co.,Wireless Telecommunication Services,10169932791
SKT,Tanger Factory Outlet Centers,Equity Real Estate Investment Trusts ...,1871079930
SKX,Skechers USA,"Textiles, Apparel & Luxury Goods",6360434674
SKY,Skyline Champion,Household Durables,3118671357
SKYA,Skydeck Acquisition,Blank Check / SPAC,269316890
SKYH,Sky Harbour Group,Independent Power and Renewable Elect...,852376630
SKYT,SkyWater Technology,Semiconductors,432167901
SKYW,SkyWest,Airlines,1457553901
SKYX,SQL Technologies,Consumer Electronics,990643700
SLAB,Silicon Laboratories,Semiconductors & Semiconductor Equipment,5731586940
SLAC,Social Leverage Acquisition I,Blank Check / SPAC,422193759
SLAM,Slam Corp.,Blank Check / SPAC,702218750
SLB,Schlumberger,Energy Equipment & Services,58376400878
SLCA,U.S. Silica Holdings,Energy Equipment & Services,1407609598
SLCR,Silver Crest Acquisition,Blank Check / SPAC,423918750
SLDB,Solid Biosciences,Biotechnology,132567607
SLDP,Solid Power,Electrical Equipment & Parts,1496866812
SLF,Sun Life Financial,Insurance,32720232437
SLG,SL Green Realty,Equity Real Estate Investment Trusts ...,5312394683
SLGC,SomaLogic,Health Information Services,1462350840
SLGG,Super League Gaming,Interactive Media & Services,67263198
SLGL,Sol-Gel Technologies,Pharmaceuticals,182178252
SLGN,Silgan Holdings,Containers & Packaging,5104254438
SLHG,Skylight Health Group,Medical Care Facilities,40850247
SLI,Standard Lithium,Other Industrial Metals & Mining,1423118461
